ProjectID,Year,Region,ProjectType,TotalSpending,PrePlanningSpending,DesignSpending,ConstructionSpending,ProjectDuration,NumberOfStakeholders,QualityAssuranceScore,RiskLevel,ComplianceStatus,NumberOfChangeOrders,NumberOfInspections
PROJ00851,2018,Oeste,Salud,8921440.66,1249187.17,1303859.41,6368394.08,45,10,3,Alto,Cumplido,2,6
PROJ00852,2023,Este,Residencial,100000000.0,5503569.33,16661628.57,77834802.1,53,50,6,Medio,Cumplido,2,2
PROJ00853,2020,Centro,Residencial,100000000.0,8007342.22,14416120.12,77576537.66,50,40,2,Bajo,Cumplido,3,13
PROJ00854,2020,Sur,Residencial,100000000.0,6222278.28,13653960.93,80123760.78999999,34,26,5,Alto,Cumplido,2,13
PROJ00855,2016,Centro,Infraestructura,62994752.54,5679274.41,11961781.73,45353696.39999999,16,26,1,Medio,Cumplido,3,11
PROJ00856,2022,Este,Infraestructura,75415522.25,5079626.13,12063826.58,58272069.54000001,44,32,4,Bajo,Cumplido,4,1
PROJ00857,2017,Este,Residencial,100000000.0,5691369.07,11071507.2,83237123.73,54,18,4,Medio,Cumplido,1,1
PROJ00858,2016,Centro,Comercial,25826229.93,2962183.44,2729371.71,20134674.779999997,49,13,2,Bajo,Cumplido,2,2
PROJ00859,2015,Oeste,Educación,6985166.22,722263.11,781288.86,5481614.249999999,32,34,5,Bajo,Cumplido,4,2
PROJ00860,2016,Centro,Salud,33629722.66,4647473.07,3996955.1,24985294.489999995,18,26,7,Bajo,Cumplido,1,13
PROJ00861,2015,Norte,Educación,96406486.5,6324656.89,11601673.8,78480155.81,60,46,4,Medio,No Cumplido,2,6
PROJ00862,2016,Centro,Infraestructura,100000000.0,8478767.38,19575753.65,71945478.97,41,44,4,Medio,Cumplido,7,9
PROJ00863,2016,Centro,Residencial,100000000.0,10827247.06,11302148.94,77870604.0,55,6,8,Bajo,Cumplido,3,12
PROJ00864,2021,Oeste,Infraestructura,68727677.31,3992869.26,11781055.72,52953752.330000006,43,46,6,Medio,Cumplido,3,8
PROJ00865,2023,Norte,Industrial,11442249.46,1593050.74,2168480.52,7680718.200000001,48,15,9,Medio,Cumplido,2,12
PROJ00866,2023,Este,Infraestructura,32907111.27,4823933.85,4714311.31,23368866.110000003,47,11,2,Medio,Cumplido,4,5
PROJ00867,2018,Norte,Residencial,17016613.04,1766636.75,2994397.71,12255578.579999998,58,8,1,Alto,Cumplido,2,13
PROJ00868,2017,Centro,Comercial,37904387.8,5033365.51,6870142.52,26000879.77,12,20,8,Medio,Cumplido,3,4
PROJ00869,2015,Este,Residencial,95288465.05,9449604.88,13841925.2,71996934.97,27,46,9,Bajo,Cumplido,1,4
PROJ00870,2022,Oeste,Comercial,100000000.0,5956666.47,17644320.19,76399013.34,37,7,10,Medio,Cumplido,4,1
PROJ00871,2019,Este,Infraestructura,100000000.0,9019207.7,10147867.12,80832925.17999999,47,30,2,Medio,No Cumplido,5,10
PROJ00872,2021,Oeste,Residencial,28314166.92,2903760.06,3287231.47,22123175.390000004,55,5,3,Bajo,Cumplido,4,13
PROJ00873,2015,Centro,Residencial,43568318.89,5369064.12,7103721.42,31095533.35,14,47,6,Alto,Cumplido,3,9
PROJ00874,2020,Norte,Industrial,63541258.54,4036640.97,8237013.14,51267604.43,16,9,9,Medio,Cumplido,1,3
PROJ00875,2018,Norte,Infraestructura,44641365.75,4197318.09,5744375.21,34699672.449999996,54,48,4,Bajo,Cumplido,5,14
PROJ00876,2018,Norte,Residencial,11880012.93,1420436.0,1654155.29,8805421.64,33,37,3,Bajo,Cumplido,3,3
PROJ00877,2019,Norte,Infraestructura,90945985.92,10303158.82,12220119.27,68422707.83,27,21,2,Bajo,Cumplido,1,10
PROJ00878,2015,Norte,Infraestructura,25142715.75,1468427.31,3226166.92,20448121.520000003,27,19,2,Medio,Cumplido,3,15
PROJ00879,2021,Sur,Industrial,100000000.0,8364368.62,14302144.6,77333486.78,22,30,6,Medio,No Cumplido,2,15
PROJ00880,2020,Centro,Comercial,9491665.76,520000.03,1390054.39,7581611.340000001,31,27,6,Bajo,Cumplido,4,13
PROJ00881,2018,Norte,Infraestructura,26166606.88,1699827.96,4298327.94,20168450.979999997,18,25,2,Medio,Cumplido,3,3
PROJ00882,2015,Norte,Infraestructura,44526735.14,3157061.96,7041550.72,34328122.46,39,32,2,Bajo,No Cumplido,3,9
PROJ00883,2015,Oeste,Infraestructura,100000000.0,9151833.54,11622735.25,79225431.21000001,57,8,9,Bajo,No Cumplido,3,14
PROJ00884,2016,Centro,Salud,100000000.0,10008407.52,17856258.37,72135334.11,31,22,7,Medio,Cumplido,0,13
PROJ00885,2017,Oeste,Residencial,89179680.29,11797406.28,17585219.92,59797054.09,59,22,9,Alto,Cumplido,5,3
PROJ00886,2015,Norte,Industrial,100000000.0,12777013.14,13050716.13,74172270.73,41,10,7,Medio,No Cumplido,1,11
PROJ00887,2017,Centro,Comercial,100000000.0,9999643.72,18822526.25,71177830.03,52,16,8,Medio,Cumplido,5,9
PROJ00888,2017,Centro,Residencial,45721741.76,3700973.03,7494742.5,34526026.23,36,36,4,Alto,Cumplido,2,13
PROJ00889,2021,Centro,Salud,89486743.51,5663490.44,12314278.06,71508975.01,19,10,4,Medio,Cumplido,3,14
PROJ00890,2022,Este,Residencial,64985539.07,8989927.16,12081665.14,43913946.769999996,50,43,3,Bajo,Cumplido,5,14
PROJ00891,2023,Sur,Salud,18615748.95,1780187.72,3474006.01,13361555.22,37,41,9,Bajo,Cumplido,4,12
PROJ00892,2023,Sur,Comercial,100000000.0,11184689.93,14839189.15,73976120.91999999,56,25,10,Medio,Cumplido,4,10
PROJ00893,2017,Norte,Educación,78514587.17,9386286.82,14014540.02,55113760.33,46,17,10,Bajo,No Cumplido,4,14
PROJ00894,2019,Sur,Infraestructura,75806462.03,9437427.93,11976370.13,54392663.97,19,17,5,Bajo,Cumplido,1,1
PROJ00895,2022,Centro,Industrial,95713185.05,12666783.17,11069379.07,71977022.81,30,33,7,Bajo,Cumplido,6,13
PROJ00896,2022,Este,Comercial,67678761.13,6704048.39,10644495.82,50330216.919999994,20,8,8,Medio,Cumplido,3,1
PROJ00897,2020,Sur,Infraestructura,100000000.0,9332482.24,13955372.89,76712144.87,53,20,3,Bajo,Cumplido,2,1
PROJ00898,2022,Sur,Residencial,88797746.53,11125551.57,14567169.65,63105025.31000001,34,45,1,Medio,Cumplido,1,11
PROJ00899,2017,Este,Comercial,12096240.58,1041909.67,2222997.07,8831333.84,23,11,6,Medio,Cumplido,4,3
PROJ00900,2019,Oeste,Comercial,21004262.52,1164868.99,3556221.47,16283172.06,55,29,1,Bajo,Cumplido,2,10
PROJ00901,2016,Norte,Residencial,25855073.07,3402386.17,3390364.6,19062322.299999997,31,31,4,Medio,Cumplido,3,13
PROJ00902,2016,Centro,Educación,100000000.0,11531802.47,10436749.79,78031447.74000001,26,39,5,Bajo,Cumplido,3,12
PROJ00903,2016,Este,Residencial,18092663.39,1735277.47,2450969.24,13906416.68,43,22,8,Bajo,Cumplido,2,8
PROJ00904,2022,Oeste,Comercial,7933642.35,1174412.1,938063.23,5821167.02,18,11,2,Bajo,Cumplido,0,4
PROJ00905,2015,Norte,Educación,6932669.55,815418.56,1210118.23,4907132.76,52,28,10,Bajo,Cumplido,4,2
PROJ00906,2015,Oeste,Comercial,100000000.0,6339247.3,10090711.32,83570041.38,50,40,3,Bajo,Cumplido,2,3
PROJ00907,2017,Norte,Industrial,26715670.04,2272899.0,4198547.56,20244223.48,33,19,6,Bajo,Cumplido,1,13
PROJ00908,2016,Sur,Comercial,3881384.0,401721.14,414314.05,3065348.81,22,11,8,Alto,Cumplido,2,7
PROJ00909,2019,Este,Industrial,36880595.4,4766379.11,4490110.15,27624106.14,53,41,7,Bajo,Cumplido,6,12
PROJ00910,2021,Norte,Residencial,61807327.49,8358531.89,8584405.18,44864390.42,30,20,8,Medio,Cumplido,1,11
PROJ00911,2015,Este,Residencial,40365027.09,4405071.38,5938441.64,30021514.07,32,31,3,Bajo,Cumplido,3,1
PROJ00912,2021,Este,Residencial,3460111.77,199746.89,357877.38,2902487.5,56,29,6,Alto,Cumplido,3,2
PROJ00913,2021,Oeste,Comercial,53397869.97,4672099.7,5661952.8,43063817.47,49,7,10,Alto,Cumplido,4,13
PROJ00914,2017,Centro,Residencial,6090290.14,510400.41,1057646.76,4522242.97,21,43,3,Medio,Cumplido,2,5
PROJ00915,2023,Oeste,Salud,100000000.0,13801850.84,12876061.03,73322088.13,55,31,9,Bajo,Cumplido,4,3
PROJ00916,2021,Oeste,Infraestructura,94418431.74,6170602.99,14481038.03,73766790.72,15,15,4,Bajo,Cumplido,3,6
PROJ00917,2021,Centro,Industrial,21724932.81,1658759.22,3244663.64,16821509.95,15,43,4,Alto,Cumplido,1,2
PROJ00918,2020,Centro,Salud,100000000.0,5472841.81,14742327.58,79784830.61,14,33,3,Bajo,Cumplido,0,9
PROJ00919,2017,Oeste,Residencial,100000000.0,9658981.63,17390129.64,72950888.73,13,25,10,Medio,Cumplido,5,9
PROJ00920,2020,Este,Comercial,41760319.53,2762202.71,6515488.98,32482627.84,35,45,4,Bajo,Cumplido,3,7
PROJ00921,2015,Sur,Comercial,30875527.4,4558847.92,4656202.85,21660476.629999995,43,32,1,Medio,Cumplido,2,8
PROJ00922,2018,Centro,Industrial,19818055.12,1845918.56,2279197.61,15692938.950000003,47,34,5,Alto,Cumplido,1,6
PROJ00923,2022,Sur,Comercial,100000000.0,14059085.48,11868824.72,74072089.8,44,24,4,Medio,Cumplido,2,10
PROJ00924,2015,Este,Infraestructura,100000000.0,7026042.33,19194770.56,73779187.11,55,46,3,Bajo,Cumplido,4,4
PROJ00925,2019,Centro,Infraestructura,61030606.14,6539946.56,7558498.19,46932161.39,17,29,1,Bajo,Cumplido,1,12
PROJ00926,2016,Norte,Comercial,66117300.45,8205745.83,7991418.78,49920135.84,50,27,5,Bajo,No Cumplido,3,9
PROJ00927,2018,Norte,Comercial,100000000.0,12947943.35,11857691.59,75194365.06,13,16,6,Bajo,Cumplido,1,9
PROJ00928,2020,Oeste,Comercial,89543422.79,10436511.34,13506709.15,65600202.300000004,37,16,4,Alto,Cumplido,3,1
PROJ00929,2022,Sur,Salud,27482642.28,4119702.66,4941184.48,18421755.14,53,47,10,Bajo,Cumplido,1,9
PROJ00930,2021,Norte,Comercial,36505329.41,4440114.74,6343958.92,25721255.749999993,47,34,3,Medio,Cumplido,2,3
PROJ00931,2017,Oeste,Residencial,100000000.0,11117607.14,11340425.93,77541966.93,52,5,3,Bajo,Cumplido,1,12
PROJ00932,2022,Oeste,Salud,100000000.0,13747933.85,11177964.06,75074102.09,45,33,6,Medio,Cumplido,4,2
PROJ00933,2018,Oeste,Industrial,70606151.67,8601367.28,12161309.19,49843475.2,57,17,5,Bajo,Cumplido,0,4
PROJ00934,2019,Este,Comercial,26861011.8,1693079.53,4228577.49,20939354.78,27,48,2,Bajo,No Cumplido,1,14
PROJ00935,2022,Sur,Comercial,66285358.65,8411677.4,6929017.76,50944663.49,29,32,5,Alto,Cumplido,4,13
PROJ00936,2015,Centro,Infraestructura,100000000.0,6506704.04,17722263.82,75771032.13999999,38,34,7,Bajo,Cumplido,4,12
PROJ00937,2015,Oeste,Infraestructura,100000000.0,6486737.81,15273406.22,78239855.97,23,13,4,Bajo,Cumplido,3,6
PROJ00938,2016,Centro,Residencial,100000000.0,7904599.96,13133955.04,78961445.0,36,34,3,Bajo,Cumplido,1,4
PROJ00939,2023,Norte,Comercial,100000000.0,12465783.32,11876922.08,75657294.60000001,20,44,4,Bajo,Cumplido,1,1
PROJ00940,2018,Este,Residencial,100000000.0,10843115.89,18618650.27,70538233.84,40,13,1,Alto,Cumplido,6,15
PROJ00941,2020,Centro,Residencial,7172463.78,606825.98,1280005.35,5285632.450000001,57,35,4,Medio,Cumplido,2,9
PROJ00942,2015,Oeste,Residencial,23518307.9,3059649.2,3588111.32,16870547.38,50,44,5,Medio,Cumplido,0,9
PROJ00943,2016,Este,Educación,74184624.66,4406892.06,9672989.9,60104742.699999996,50,38,7,Bajo,Cumplido,2,15
PROJ00944,2016,Oeste,Comercial,16038184.36,1278626.63,1849039.76,12910517.97,28,16,3,Alto,Cumplido,3,15
PROJ00945,2018,Este,Salud,46839476.32,6315139.03,5063064.58,35461272.71,27,9,8,Alto,Cumplido,3,12
PROJ00946,2022,Centro,Infraestructura,47677386.45,4111724.14,8295137.2,35270525.11,55,24,5,Medio,Cumplido,4,2
PROJ00947,2018,Centro,Infraestructura,44390006.18,3667756.85,5512479.43,35209769.9,55,47,3,Bajo,Cumplido,0,14
PROJ00948,2022,Norte,Infraestructura,80649554.72,8348279.23,11117364.83,61183910.66,38,9,1,Medio,Cumplido,4,8
PROJ00949,2015,Sur,Residencial,38274603.72,5391289.41,4213871.44,28669442.869999997,49,16,5,Medio,Cumplido,2,1
PROJ00950,2017,Oeste,Residencial,85781264.46,12541988.77,16544368.03,56694907.66,17,28,3,Bajo,Cumplido,4,12
PROJ00951,2019,Oeste,Infraestructura,15528785.62,899549.34,2685820.64,11943415.639999999,15,28,8,Medio,Cumplido,2,1
PROJ00952,2019,Norte,Infraestructura,43737880.74,6335299.78,8231192.27,29171388.69,60,8,6,Bajo,Cumplido,3,3
PROJ00953,2021,Este,Residencial,10627104.46,1552381.07,1106980.68,7967742.710000001,49,23,4,Medio,Cumplido,3,7
PROJ00954,2015,Este,Educación,27922772.84,2371679.3,3013219.72,22537873.82,35,20,1,Bajo,Cumplido,2,7
PROJ00955,2016,Centro,Infraestructura,100000000.0,5180786.59,12699951.78,82119261.63,54,12,6,Medio,Cumplido,2,3
PROJ00956,2022,Centro,Comercial,74434304.98,6347857.11,7504361.46,60582086.410000004,20,9,5,Alto,Cumplido,4,10
PROJ00957,2021,Oeste,Infraestructura,100000000.0,12704602.91,11776322.93,75519074.16,53,22,2,Bajo,Cumplido,2,12
PROJ00958,2020,Sur,Residencial,54724880.62,3406719.84,7117898.78,44200262.0,19,36,9,Bajo,Cumplido,4,6
PROJ00959,2020,Oeste,Educación,8805281.99,655753.47,1055283.68,7094244.840000001,45,30,9,Medio,Cumplido,1,9
PROJ00960,2022,Este,Comercial,17196699.71,1065518.97,2799922.64,13331258.1,23,46,6,Alto,Cumplido,1,11
PROJ00961,2018,Sur,Residencial,100000000.0,5341640.48,13852493.95,80805865.57,60,30,8,Medio,Cumplido,4,8
PROJ00962,2021,Sur,Educación,41635025.04,5569311.74,5121540.53,30944172.769999996,27,43,9,Alto,Cumplido,5,1
PROJ00963,2023,Norte,Industrial,100000000.0,10968195.27,15168093.52,73863711.21000001,38,16,3,Medio,Cumplido,0,6
PROJ00964,2023,Centro,Residencial,100000000.0,13767157.66,12722483.14,73510359.2,42,24,10,Bajo,Cumplido,4,8
PROJ00965,2017,Sur,Residencial,3402609.95,212110.67,540759.35,2649739.93,41,22,4,Medio,Cumplido,1,5
PROJ00966,2016,Oeste,Industrial,31573022.27,3725764.16,4680412.19,23166845.919999998,30,27,6,Bajo,Cumplido,3,3
PROJ00967,2015,Este,Industrial,100000000.0,10750454.11,10905073.1,78344472.79,52,13,2,Bajo,Cumplido,5,1
PROJ00968,2023,Centro,Residencial,52008417.75,6957640.44,7295458.85,37755318.46,53,6,10,Alto,Cumplido,3,7
PROJ00969,2022,Oeste,Comercial,64677896.02,6340772.97,7326985.81,51010137.24,37,14,8,Alto,Cumplido,4,6
PROJ00970,2022,Este,Comercial,100000000.0,7874801.49,13059732.91,79065465.60000001,44,8,2,Medio,Cumplido,0,9
PROJ00971,2015,Oeste,Educación,100000000.0,10081824.4,15496881.27,74421294.33,20,42,1,Bajo,Cumplido,6,2
PROJ00972,2019,Oeste,Infraestructura,92578363.22,9046537.85,14817456.79,68714368.58000001,44,30,3,Bajo,Cumplido,3,10
PROJ00973,2023,Centro,Comercial,77519265.99,9194743.02,13383219.34,54941303.629999995,24,33,2,Medio,Cumplido,4,9
PROJ00974,2015,Este,Residencial,100000000.0,14441577.37,16559972.51,68998450.11999999,12,30,1,Alto,Cumplido,4,9
PROJ00975,2019,Oeste,Residencial,41926040.6,3633358.93,6076357.76,32216323.910000004,36,50,7,Bajo,Cumplido,4,10
PROJ00976,2020,Sur,Residencial,100000000.0,10708047.44,17589297.71,71702654.85,34,31,8,Bajo,Cumplido,1,5
PROJ00977,2022,Centro,Infraestructura,100000000.0,8552047.63,10282046.14,81165906.23,41,26,8,Bajo,Cumplido,2,6
PROJ00978,2017,Norte,Infraestructura,17496091.42,1850701.48,3407229.56,12238160.38,29,36,1,Medio,Cumplido,2,14
PROJ00979,2019,Sur,Residencial,100000000.0,14126017.97,12397571.3,73476410.73,55,23,8,Alto,Cumplido,3,4
PROJ00980,2022,Este,Residencial,41363557.06,3431234.51,7008910.4,30923412.150000006,43,42,6,Medio,Cumplido,4,14
PROJ00981,2020,Sur,Comercial,61191330.96,8764935.5,7939345.05,44487050.410000004,28,46,2,Bajo,Cumplido,3,10
PROJ00982,2015,Oeste,Comercial,19119301.4,2425612.52,3231734.09,13461954.79,35,42,10,Bajo,Cumplido,2,8
PROJ00983,2019,Norte,Residencial,100000000.0,12266828.22,14680205.7,73052966.08,46,44,4,Bajo,Cumplido,4,1
PROJ00984,2019,Centro,Residencial,49262726.45,6432508.0,6168299.18,36661919.27,37,15,5,Medio,Cumplido,3,7
PROJ00985,2015,Norte,Residencial,11086464.8,1157349.56,2121178.66,7807936.58,37,27,1,Medio,Cumplido,1,13
PROJ00986,2017,Sur,Infraestructura,100000000.0,7057060.48,12336505.78,80606433.74,20,10,2,Alto,Cumplido,3,15
PROJ00987,2020,Norte,Infraestructura,100000000.0,14896900.59,10821514.35,74281585.06,38,9,1,Bajo,No Cumplido,5,4
PROJ00988,2020,Este,Infraestructura,43628203.2,3417273.16,4590647.45,35620282.59,19,38,1,Alto,Cumplido,1,10
PROJ00989,2018,Oeste,Infraestructura,5671967.95,444240.83,746620.31,4481106.8100000005,31,45,5,Bajo,Cumplido,2,4
PROJ00990,2015,Oeste,Industrial,12253688.12,1259201.71,1397248.65,9597237.76,48,47,5,Alto,Cumplido,1,8
PROJ00991,2015,Este,Salud,16182871.56,1474600.2,2036250.76,12672020.600000001,37,34,1,Bajo,Cumplido,2,6
PROJ00992,2016,Oeste,Residencial,100000000.0,5868386.12,19919591.72,74212022.16,47,49,6,Alto,Cumplido,1,13
PROJ00993,2017,Centro,Educación,100000000.0,9585105.43,14825896.12,75588998.44999999,25,25,3,Bajo,No Cumplido,4,10
PROJ00994,2016,Oeste,Salud,100000000.0,8396238.45,16393817.13,75209944.42,30,10,6,Medio,Cumplido,1,2
PROJ00995,2015,Oeste,Salud,100000000.0,14146766.25,19265523.39,66587710.36,38,20,3,Medio,Cumplido,4,7
PROJ00996,2016,Sur,Comercial,100000000.0,13941497.66,10263435.18,75795067.16,51,41,7,Bajo,Cumplido,3,10
PROJ00997,2021,Norte,Educación,100000000.0,11056327.64,14476054.17,74467618.19,25,34,2,Bajo,Cumplido,2,1
PROJ00998,2018,Oeste,Industrial,33869467.14,4107401.74,6128877.58,23633187.82,14,19,1,Bajo,Cumplido,1,4
PROJ00999,2019,Sur,Comercial,100000000.0,10880858.73,18832674.01,70286467.25999999,31,46,8,Medio,Cumplido,3,4
PROJ01000,2018,Este,Salud,22221759.96,1624456.25,4104587.84,16492715.870000001,25,37,8,Bajo,Cumplido,0,4
PROJ01001,2021,Centro,Infraestructura,100000000.0,12564764.48,13685303.81,73749931.71,32,31,3,Medio,Cumplido,6,12
PROJ01002,2019,Este,Residencial,100000000.0,7716315.76,12185944.8,80097739.44,56,43,9,Bajo,Cumplido,4,5
PROJ01003,2017,Centro,Residencial,51396793.2,4449056.92,9130436.22,37817300.06,53,5,4,Bajo,Cumplido,3,4
PROJ01004,2018,Sur,Infraestructura,100000000.0,13429051.88,12617316.13,73953631.99000001,59,30,4,Bajo,Cumplido,4,12
PROJ01005,2021,Este,Salud,100000000.0,8650479.94,11827850.05,79521670.01,16,31,4,Bajo,Cumplido,0,3
PROJ01006,2018,Sur,Comercial,20420951.03,1119371.96,2207300.71,17094278.36,31,20,9,Medio,Cumplido,1,8
PROJ01007,2018,Centro,Comercial,19414908.86,1016917.49,2924849.85,15473141.520000001,54,11,10,Bajo,Cumplido,3,10
PROJ01008,2023,Oeste,Residencial,15280051.25,1881337.29,2938829.8,10459884.16,45,41,4,Bajo,Cumplido,1,6
PROJ01009,2016,Sur,Salud,5761588.72,314157.3,746129.09,4701302.33,55,50,3,Medio,Cumplido,5,6
PROJ01010,2018,Norte,Residencial,3133528.01,468685.87,553451.3,2111390.84,29,20,5,Bajo,Cumplido,2,8
PROJ01011,2018,Oeste,Residencial,25969557.55,3876731.81,2835001.64,19257824.1,57,12,2,Bajo,Cumplido,2,14
PROJ01012,2016,Oeste,Comercial,100000000.0,9195929.44,11699130.13,79104940.43,51,41,3,Bajo,Cumplido,6,11
PROJ01013,2020,Norte,Comercial,59871603.25,4475881.47,7834140.16,47561581.620000005,13,12,1,Medio,No Cumplido,1,2
PROJ01014,2018,Este,Residencial,71602796.56,9362754.33,9151332.55,53088709.68000001,45,34,10,Bajo,Cumplido,2,11
PROJ01015,2021,Norte,Comercial,58968873.74,7254760.94,9082291.4,42631821.400000006,16,38,2,Medio,Cumplido,2,8
PROJ01016,2019,Oeste,Comercial,38773900.89,5583606.82,4130563.63,29059730.44,58,11,1,Bajo,Cumplido,3,11
PROJ01017,2023,Este,Residencial,24462048.44,1754522.53,4463276.71,18244249.2,26,27,9,Bajo,Cumplido,0,3
PROJ01018,2020,Este,Salud,100000000.0,14477337.88,14666082.27,70856579.85000001,15,30,4,Bajo,Cumplido,1,8
PROJ01019,2022,Centro,Educación,100000000.0,10985822.68,15805948.25,73208229.07,24,40,7,Bajo,Cumplido,2,4
PROJ01020,2016,Norte,Salud,100000000.0,10527839.17,13442012.83,76030148.0,20,43,4,Alto,Cumplido,1,12
PROJ01021,2023,Oeste,Residencial,82294684.17,9252303.24,9127464.06,63914916.870000005,17,14,7,Bajo,Cumplido,2,12
PROJ01022,2017,Sur,Industrial,100000000.0,7709760.88,12208551.52,80081687.60000001,43,14,5,Bajo,Cumplido,1,3
PROJ01023,2015,Centro,Comercial,11453895.97,997605.61,1389139.69,9067150.670000002,50,5,7,Medio,Cumplido,4,7
PROJ01024,2015,Sur,Residencial,100000000.0,13843665.88,12790446.33,73365887.79,32,37,4,Alto,Cumplido,4,11
PROJ01025,2019,Este,Educación,49886507.9,5778460.49,9639795.59,34468251.81999999,55,50,5,Alto,Cumplido,3,7
PROJ01026,2017,Oeste,Comercial,100000000.0,13642149.19,12454648.1,73903202.71000001,42,49,10,Bajo,Cumplido,3,3
PROJ01027,2016,Oeste,Infraestructura,100000000.0,7869729.88,14204123.97,77926146.15,30,42,9,Alto,Cumplido,2,11
PROJ01028,2017,Norte,Residencial,25155296.16,1442330.47,3889853.18,19823112.51,17,33,7,Bajo,Cumplido,3,13
PROJ01029,2017,Oeste,Residencial,100000000.0,6351565.12,11087005.63,82561429.25,42,15,2,Medio,Cumplido,6,15
PROJ01030,2018,Oeste,Infraestructura,100000000.0,7583181.32,12003479.48,80413339.2,27,27,9,Bajo,Cumplido,3,4
PROJ01031,2019,Norte,Infraestructura,6757593.12,671875.01,1032624.78,5053093.33,57,13,8,Alto,Cumplido,5,2
PROJ01032,2022,Norte,Comercial,1895846.88,131146.04,203385.32,1561315.5199999998,32,10,10,Alto,Cumplido,1,14
PROJ01033,2020,Oeste,Educación,49038021.44,5779544.56,5225727.39,38032749.489999995,50,22,6,Medio,Cumplido,3,14
PROJ01034,2016,Oeste,Residencial,56712080.11,7248749.15,7910253.33,41553077.63,52,24,7,Bajo,Cumplido,1,14
PROJ01035,2018,Centro,Comercial,100000000.0,12130752.13,14910858.41,72958389.46000001,38,32,9,Bajo,Cumplido,8,8
PROJ01036,2016,Sur,Residencial,94820414.04,11642376.13,10932323.71,72245714.20000002,43,25,7,Bajo,Cumplido,4,8
PROJ01037,2015,Centro,Residencial,48244279.22,5163031.56,8681815.24,34399432.419999994,16,19,2,Medio,Cumplido,5,1
PROJ01038,2016,Centro,Residencial,74968941.98,9329680.34,12293373.81,53345887.83,30,27,5,Medio,Cumplido,1,6
PROJ01039,2019,Este,Industrial,100000000.0,13847784.25,18393411.74,67758804.01,32,27,10,Bajo,No Cumplido,2,2
PROJ01040,2015,Oeste,Infraestructura,58258362.63,6635863.1,8070284.28,43552215.25,60,18,9,Bajo,Cumplido,1,15
PROJ01041,2017,Centro,Infraestructura,17048597.39,2460780.64,3112948.27,11474868.48,41,11,1,Medio,Cumplido,5,6
PROJ01042,2016,Oeste,Educación,100000000.0,10599473.71,10316929.07,79083597.22,42,36,2,Alto,Cumplido,4,1
PROJ01043,2018,Centro,Residencial,100000000.0,11674756.6,10260448.77,78064794.63000001,24,36,3,Medio,Cumplido,3,6
PROJ01044,2016,Este,Infraestructura,22609937.65,2206536.48,2452064.96,17951336.209999997,39,13,1,Medio,Cumplido,3,5
PROJ01045,2019,Oeste,Comercial,1200647.72,126188.35,175881.08,898578.2899999999,33,15,9,Bajo,No Cumplido,2,6
PROJ01046,2022,Sur,Infraestructura,81919431.04,10276994.16,12717250.68,58925186.20000001,28,21,9,Alto,Cumplido,7,2
PROJ01047,2020,Este,Residencial,100000000.0,14983396.27,19080907.03,65935696.7,21,10,7,Medio,Cumplido,1,11
PROJ01048,2021,Norte,Educación,100000000.0,5476020.14,18411576.37,76112403.49,23,21,2,Medio,Cumplido,7,9
PROJ01049,2017,Sur,Residencial,65470533.97,6853643.89,9491661.76,49125228.32,50,13,10,Bajo,Cumplido,3,7
PROJ01050,2020,Centro,Residencial,100000000.0,9093799.69,15786200.04,75120000.27000001,48,15,1,Bajo,Cumplido,3,12
PROJ01051,2017,Oeste,Comercial,2493391.97,356418.21,338371.14,1798602.62,55,6,8,Bajo,Cumplido,3,5
PROJ01052,2017,Oeste,Comercial,100000000.0,6549162.01,15323077.01,78127760.97999999,35,11,9,Bajo,Cumplido,3,8
PROJ01053,2016,Sur,Residencial,15982260.13,2115595.56,1724940.6,12141723.97,14,17,10,Alto,No Cumplido,4,11
